City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
183,Turukhansk,RU,2021-01-10 19:28:33,65.8167,87.9833,-21.82,80,0,3.15
184,Leningradskiy,RU,2021-01-10 19:28:33,69.3833,178.4167,-21.53,83,87,8.72
185,Canakkale,TR,2021-01-10 19:28:33,40.0833,26.8333,50.0,93,75,8.05
186,Nicoya,CR,2021-01-10 19:28:33,10.1483,-85.452,87.8,55,40,20.71
187,Pacific Grove,US,2021-01-10 19:25:53,36.6177,-121.9166,57.99,51,1,7.52
188,Grand Gaube,MU,2021-01-10 19:28:33,-20.0064,57.6608,78.01,85,0,1.99
189,Bathsheba,BB,2021-01-10 19:28:33,13.2167,-59.5167,84.2,61,20,20.71
190,Davidson,US,2021-01-10 19:28:33,36.1501,-86.7833,39.0,48,20,1.68
191,Osoyoos,CA,2021-01-10 19:28:34,49.0331,-119.4524,37.4,87,98,3.44
192,Nantucket,US,2021-01-10 19:23:47,41.2835,-70.0995,37.4,70,90,13.8
193,Sola,VU,2021-01-10 19:28:34,-13.8833,167.55,77.0,100,20,6.04
194,Zeya,RU,2021-01-10 19:28:34,53.75,127.2667,-16.51,82,0,3.38
195,Saldanha,ZA,2021-01-10 19:28:34,-33.0117,17.9442,64.4,59,0,16.11
196,Baykit,RU,2021-01-10 19:28:34,61.67,96.37,-11.11,84,100,4.14
197,Vanino,RU,2021-01-10 19:28:34,49.0869,140.2543,-11.67,77,36,5.48
198,Praia Da Vitoria,PT,2021-01-10 19:28:34,38.7333,-27.0667,60.01,100,40,14.97
199,Vila Franca Do Campo,PT,2021-01-10 19:28:34,37.7167,-25.4333,55.4,88,75,6.91
200,Broome,US,2021-01-10 19:28:34,42.2506,-75.833,33.01,74,1,5.75
201,Leshukonskoye,RU,2021-01-10 19:28:34,64.8989,45.7622,-4.58,90,0,5.01
202,Tiksi,RU,2021-01-10 19:28:34,71.6872,128.8694,-13.49,88,100,11.01
